iso3,year,games_type,gold,silver,bronze,total_medals,has_medal,country,population,gdp_current_usd,gdp_per_capita,life_expectancy,adult_literacy_rate,unemployment_rate
KEN,1928,Winter,0.0,0.0,0.0,0.0,0,,7695307.0,791265459.493816,102.824417465582,48.477,82.2300033569336,2.903
SRB,1928,Winter,0.0,0.0,0.0,0.0,0,,6638992.0,23277430167.5978,3053.90516860949,65.5898536585366,98.8399963378906,13.372
KWT,1928,Winter,0.0,0.0,0.0,0.0,0,,311060.0,2071668533.03471,4378.78429775998,59.2033414634146,67.5199966430664,0.875
KGZ,1928,Winter,0.0,0.0,0.0,0.0,0,,2172300.0,2315346942.855,512.766741120388,55.0285853658537,,1.1
LTU,1928,Winter,0.0,0.0,0.0,0.0,0,,2778550.0,8430207164.43677,2340.67545970008,69.8473170731707,,1.2
MYS,1928,Winter,0.0,0.0,0.0,0.0,0,,7956197.0,1916229477.13657,240.847414554537,57.168,69.5199966430664,3.71
MEX,1928,Winter,0.0,0.0,0.0,0.0,0,,36724615.0,13040000000.0,355.075199563018,53.573,82.9899978637695,3.235
MDA,1928,Winter,0.0,0.0,0.0,0.0,0,,2058020.0,2319243435.96096,778.017667420102,59.44,96.6500015258789,3.7
MNG,1928,Winter,0.0,0.0,0.0,0.0,0,,977595.0,2101394100.0,1235.14422497627,44.5310487804878,97.7699966430664,5.843
MAR,1928,Winter,0.0,0.0,0.0,0.0,0,,11624933.0,2037154741.93211,174.784133911133,41.73,41.5900001525879,13.8
NAM,1928,Winter,0.0,0.0,0.0,0.0,0,,591465.0,2421990338.12083,2467.80765504439,48.529,88.2018591728156,18.932
NGA,1928,Winter,0.0,0.0,0.0,0.0,0,,45053782.0,4196174501.5302,93.1370090424417,37.207,70.1999969482422,3.81
MKD,1928,Winter,0.0,0.0,0.0,0.0,0,,1435059.0,2436849341.97604,1198.92829846257,60.5017317073171,94.0599975585938,26.3
PHL,1928,Winter,0.0,0.0,0.0,0.0,0,,27891897.0,7515894110.56487,269.465146474794,59.175,83.3199996948242,3.844
PRT,1928,Winter,0.0,0.0,0.0,0.0,0,,8857716.0,3339150157.85605,376.976430250874,64.0074634146342,,3.985
PRI,1928,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
QAT,1928,Winter,0.0,0.0,0.0,0.0,0,,36010.0,510262500.1767,3482.877835561,57.773,88.9599990844727,0.87
ROU,1928,Winter,0.0,0.0,0.0,0.0,0,,18406905.0,40424528301.8868,1753.19285632198,65.8605365853659,96.7099990844727,8.26
SMR,1928,Winter,0.0,0.0,0.0,0.0,0,,15428.0,1048316128.20361,40126.9331369802,73.197,99.9100036621094,
SAU,1928,Winter,0.0,0.0,0.0,0.0,0,,2435403.0,1748124063.55556,717.796628958557,45.31,70.8199996948242,7.2
ZAF,1928,Winter,0.0,0.0,0.0,0.0,0,,16440172.0,8748596500.5614,532.147504330332,52.575,76.1999969482422,23.262
SYR,1928,Winter,0.0,0.0,0.0,0.0,0,,4673500.0,857704413.407821,183.525069735278,52.723,82.8899993896484,6.949
THA,1928,Winter,0.0,0.0,0.0,0.0,0,,26851747.0,2760750860.62197,102.814571454958,50.608,87.9800033569336,1.35
TUN,1928,Winter,0.0,0.0,0.0,0.0,0,,4267288.0,1025866792.15686,228.484793689273,44.049,48.189998626709,15.616
TUR,1928,Winter,0.0,0.0,0.0,0.0,0,,28329898.0,7566666666.66667,267.091207552765,50.799,65.6900024414062,8.509
TKM,1928,Winter,0.0,0.0,0.0,0.0,0,,1643457.0,3010982414.24425,845.932942002334,52.149,99.9000015258789,1.5
UGA,1928,Winter,0.0,0.0,0.0,0.0,0,,7640973.0,423145605.043164,55.3784976132181,45.633,68.1399993896484,3.556
UZB,1928,Winter,0.0,0.0,0.0,0.0,0,,8209109.0,10722799639.3121,550.999615085024,56.539,98.6399993896484,2.9
VEN,1928,Winter,0.0,0.0,0.0,0.0,0,,8160090.0,7663938303.07172,939.19776657754,58.376,94.6620701964151,7.69
LIE,1928,Winter,0.0,0.0,0.0,0.0,0,,16451.0,124940289.32382,5645.23266418851,70.8882195121951,,
DZA,1928,Winter,0.0,0.0,0.0,0.0,0,,11424922.0,2723615451.30098,238.392476666447,40.839,69.870002746582,24.38
BDI,1928,Winter,0.0,0.0,0.0,0.0,0,,2764258.0,195999990.0,70.9051000304602,43.262,59.2999992370605,3.133
SGP,1928,Winter,0.0,0.0,0.0,0.0,0,,1646400.0,704751700.302494,428.056183371291,65.5621951219512,82.9100036621094,3.09
TJK,1928,Winter,0.0,0.0,0.0,0.0,0,,2112131.0,1908554572.27139,337.833145514813,52.535,99.4499969482422,1.85
TTO,1928,Winter,0.0,0.0,0.0,0.0,0,,844943.0,535673252.483535,633.975608394336,62.505,94.9700012207031,19.66
ARE,1928,Winter,0.0,0.0,0.0,0.0,0,,131334.0,1415086929.3006,3675.41681419534,50.651,98.2900009155273,1.713
VNM,1928,Winter,0.0,0.0,0.0,0.0,0,,32531933.0,25423812648.5941,404.559305078888,58.046,90.1600036621094,2.11
AFG,1928,Winter,0.0,0.0,0.0,0.0,0,,9035043.0,3521418059.92345,174.930991430166,32.799,35.9865546430738,8.011
CMR,1928,Winter,0.0,0.0,0.0,0.0,0,,5159057.0,614206068.497266,119.05394115577,34.667,41.2200012207031,8.999
CYP,1928,Winter,0.0,0.0,0.0,0.0,0,,586490.0,576090073.715036,1157.41162109375,63.32,94.3600006103516,2.09
GAB,1928,Winter,0.0,0.0,0.0,0.0,0,,512316.0,141468977.799846,276.136169473227,46.443,,17.725
GTM,1928,Winter,0.0,0.0,0.0,0.0,0,,4063655.0,1043599900.0,256.813115286608,45.76,64.2099990844727,2.639
MNE,1928,Winter,0.0,0.0,0.0,0.0,0,,480579.0,854261160.714286,1405.81632669854,65.4921951219512,98.5299987792969,30.283
CHL,1928,Winter,0.0,0.0,0.0,0.0,0,,8153350.0,4211103676.74027,516.487539077836,57.216,94.2900009155273,4.35
ISL,1928,Winter,0.0,0.0,0.0,0.0,0,,175574.0,252169712.042125,1436.25885405655,74.0400731707317,,4.305
MUS,1928,Winter,0.0,0.0,0.0,0.0,0,,680331.0,162089563.829564,238.251033437494,58.4614146341463,84.3000030517578,9.451
PAN,1928,Winter,0.0,0.0,0.0,0.0,0,,1126005.0,537147100.0,477.037935000289,60.278,88.0699996948242,6.303
WSM,1928,Winter,0.0,0.0,0.0,0.0,0,,112490.0,62566116.3754812,432.869670090088,55.153,99.4000015258789,2.44
SDN,1928,Winter,0.0,0.0,0.0,0.0,0,,8364489.0,1126364161.7644,99.7131195068359,49.566,61.3499984741211,15.702
TGO,1928,Winter,0.0,0.0,0.0,0.0,0,,1673110.0,171057069.137772,102.238985564471,43.536,53.1800003051758,4.222
ZWE,1928,Winter,0.0,0.0,0.0,0.0,0,,3809389.0,1052990484.78507,276.419784061189,53.492,83.5100021362305,4.938
ERI,1928,Winter,0.0,0.0,0.0,0.0,0,,972547.0,477101651.648376,265.240962963337,37.443,52.5099983215332,5.256
PRY,1928,Winter,0.0,0.0,0.0,0.0,0,,1883514.0,288884368.016934,153.375216758109,60.197,90.2699966430664,4.98
BRB,1928,Winter,0.0,0.0,0.0,0.0,0,,230893.0,80021846.9453826,346.575456793331,64.149,,22.94
CRI,1928,Winter,0.0,0.0,0.0,0.0,0,,1327496.0,507513829.994855,382.309121831519,63.463,92.629997253418,3.93
MOZ,1928,Winter,0.0,0.0,0.0,0.0,0,,6713695.0,2798696511.18156,205.585216062094,41.197,27.0,3.033
LKA,1928,Winter,0.0,0.0,0.0,0.0,0,,9661389.0,1409873949.57983,145.928701305768,60.602,90.8099975585938,14.22
URY,1928,Winter,0.0,0.0,0.0,0.0,0,,2529957.0,1242289239.20493,491.031760304596,67.683,96.7799987792969,8.96
TON,1928,Winter,0.0,0.0,0.0,0.0,0,,66170.0,30036416.9619944,315.094854046623,58.315,99.5899963378906,1.35
ZMB,1928,Winter,0.0,0.0,0.0,0.0,0,,3153729.0,698739720.783607,221.559848922849,50.648,69.1500015258789,19.544
PAK,1928,Winter,0.0,0.0,0.0,0.0,0,,45709310.0,3749265014.69971,82.0241000071912,44.101,42.7000007629395,0.596
PER,1928,Winter,0.0,0.0,0.0,0.0,0,,10174127.0,2571986572.12719,252.796782675034,50.597,87.6699981689453,5.071
SUR,1928,Winter,0.0,0.0,0.0,0.0,0,,263918.0,99650000.0,377.579399662016,56.595,89.5999984741211,17.28
LUX,1928,Winter,0.0,0.0,0.0,0.0,0,,313970.0,709941874.044355,2261.17741836594,68.8005609756098,,2.029
DJI,1928,Winter,0.0,0.0,0.0,0.0,0,,86024.0,395794538.630775,816.874614065329,43.421,,25.985
SEN,1928,Winter,0.0,0.0,0.0,0.0,0,,3340907.0,1003692370.46869,300.425115236279,39.668,26.8700008392334,2.926
VIR,1928,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
GUY,1928,Winter,0.0,0.0,0.0,0.0,0,,569143.0,170216241.126064,299.074645785091,57.51,85.6399993896484,11.9
LBN,1928,Winter,0.0,0.0,0.0,0.0,0,,1794406.0,3313540067.93246,959.153901867443,63.927,92.6699981689453,8.259
TZA,1928,Winter,0.0,0.0,0.0,0.0,0,,9901419.0,2651729807.38808,275.296020507813,42.596,59.1100006103516,3.679
IRQ,1928,Winter,0.0,0.0,0.0,0.0,0,,7022052.0,1537252193.09912,218.917802531101,51.462,74.0500030517578,8.368
HTI,1928,Winter,0.0,0.0,0.0,0.0,0,,3858443.0,273187200.0,70.8024454423715,43.44,74.0273206930105,7.428
MCO,1928,Winter,0.0,0.0,0.0,0.0,0,,21808.0,402451900.821288,16187.4306500397,71.861,,
NPL,1928,Winter,0.0,0.0,0.0,0.0,0,,10123658.0,508334413.965087,50.2125233749587,38.652,55.5625898340797,10.493
AUS,1924,Summer,3.0,1.0,2.0,6.0,1,,10276477.0,18607682977.2293,1810.7064295701,70.8170731707317,,10.733
AUT,1924,Summer,0.0,3.0,1.0,4.0,1,,7047539.0,6624086313.14334,939.914814681174,68.5856097560976,,3.59
BLR,1924,Summer,0.0,0.0,0.0,0.0,0,,8198000.0,16939790093.9054,1658.08641281239,69.2546097560976,,3.1
BEL,1924,Summer,3.0,7.0,3.0,13.0,1,,9153489.0,11810619368.3874,1290.28607216192,69.7019512195122,,6.702
CAN,1924,Summer,0.0,3.0,1.0,4.0,1,,17909356.0,40563768946.9503,2264.94849658191,71.1331707317073,,11.197
CZE,1924,Summer,1.0,4.0,5.0,10.0,1,,9602006.0,35051065440.3962,3396.70972430469,70.3487804878049,,2.6
EST,1924,Summer,1.0,1.0,4.0,6.0,1,,1211537.0,4123011419.74174,2819.12612100926,68.749268292683,99.7699966430664,3.681
FIN,1924,Summer,14.0,13.0,10.0,37.0,1,,4429634.0,5279481824.12983,1191.85508873415,68.819756097561,,11.595
FRA,1924,Summer,14.0,15.0,12.0,41.0,1,,47412964.0,61756878990.3,1302.53149729892,69.8682926829268,,10.203
DEU,1924,Summer,0.0,0.0,0.0,0.0,0,,72814900.0,84619845881.2608,1162.12266831735,69.0640731707317,,6.323
HUN,1924,Summer,2.0,4.0,4.0,10.0,1,,9983512.0,4886222554.66355,476.434350138292,68.0031707317073,98.8600006103516,9.942
ITA,1924,Summer,8.0,3.0,5.0,16.0,1,,50199700.0,42012422612.3955,836.905850281885,69.1239024390244,,9.321
JPN,1924,Summer,0.0,0.0,1.0,1.0,1,,93216000.0,47419238274.4619,508.702779291773,67.6956097560976,,2.158
LVA,1924,Summer,0.0,0.0,0.0,0.0,0,,2120979.0,5799465288.41246,2360.1714816213,69.7868292682927,99.75,6.6
NLD,1924,Summer,4.0,1.0,6.0,11.0,1,,11486631.0,13282979014.563,1156.38597727767,73.3926829268293,,5.555
NZL,1924,Summer,0.0,0.0,1.0,1.0,1,,2371800.0,5536098360.49526,2334.1337214332,71.2365853658537,,10.667
NOR,1924,Summer,5.0,2.0,3.0,10.0,1,,3581239.0,5197398721.41367,1451.2850779894,73.549756097561,,5.91
CHN,1924,Summer,0.0,0.0,0.0,0.0,0,,667070000.0,59846235024.7318,89.7150749167731,33.419,90.9199981689453,2.37
POL,1924,Summer,0.0,1.0,1.0,2.0,1,,29637450.0,94337050693.2727,2459.02068468253,67.6804878048781,,13.645
RUS,1924,Summer,0.0,0.0,0.0,0.0,0,,119897000.0,554828660436.137,3778.01977539063,67.5261219512195,99.4400024414062,5.181
PRK,1924,Summer,0.0,0.0,0.0,0.0,0,,11722953.0,,,55.814,100.0,2.333
SVK,1924,Summer,0.0,0.0,0.0,0.0,0,,4068095.0,15699327209.2121,2959.33644860111,70.2697804878049,,12.192
SVN,1924,Summer,0.0,0.0,0.0,0.0,0,,1584720.0,14277261540.7456,7151.15243829224,68.9780487804878,,7.809
ESP,1924,Summer,0.0,0.0,0.0,0.0,0,,30455000.0,12424514013.7604,407.96302786933,69.1092682926829,97.1699981689453,17.697
SWE,1924,Summer,4.0,13.0,12.0,29.0,1,,7484656.0,15930258332.069,2128.38884406565,73.0056097560976,,5.722
CHE,1924,Summer,7.0,8.0,10.0,25.0,1,,5327827.0,10412232620.5258,1954.3113206427,71.3134146341463,,2.344
UKR,1924,Summer,0.0,0.0,0.0,0.0,0,,42824093.0,74703517902.6642,1444.248046875,69.388,,1.9
GBR,1924,Summer,9.0,14.0,12.0,35.0,1,,52400000.0,73233967692.1028,1397.5948032844,71.1268292682927,,9.772
USA,1924,Summer,45.0,27.0,27.0,99.0,1,,180671000.0,542390475099.326,3002.08929545597,69.7707317073171,,7.5
ARG,1924,Summer,1.0,3.0,2.0,6.0,1,,20386045.0,15865474315.4056,778.251706763404,64.242,93.9100036621094,6.36
ARM,1924,Summer,0.0,0.0,0.0,0.0,0,,1863705.0,1272835453.42634,356.350780006933,59.063,99.7399978637695,1.8
AZE,1924,Summer,0.0,0.0,0.0,0.0,0,,3894500.0,444658671.586716,60.2351205405972,50.862,99.7699966430664,1.8
BHS,1924,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
BHR,1924,Summer,0.0,0.0,0.0,0.0,0,,165477.0,534081183.680728,2205.917004377,50.634,97.870002746582,0.971
BMU,1924,Summer,0.0,0.0,0.0,0.0,0,,42208.0,72400000.0,1715.31463229719,66.482,,
BWA,1924,Summer,0.0,0.0,0.0,0.0,0,,516165.0,30411413.6552828,58.9180081084204,51.22,,16.326
BRA,1924,Summer,0.0,0.0,0.0,0.0,0,,72388126.0,17030465539.3906,235.266009502589,53.162,74.5899963378906,7.086
BGR,1924,Summer,0.0,0.0,0.0,0.0,0,,7867374.0,19839230769.2308,2238.80295786574,69.2475609756098,,15.3
BFA,1924,Summer,0.0,0.0,0.0,0.0,0,,4778621.0,330442815.821186,69.1502456087615,36.074,12.8500003814697,2.511
TWN,1924,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
COL,1924,Summer,0.0,0.0,0.0,0.0,0,,15606209.0,4031152976.63904,258.304433616071,56.609,91.2099990844727,9.44
HRV,1924,Summer,0.0,0.0,0.0,0.0,0,,4140181.0,10621169290.9986,2321.15204123035,65.7464878048781,,10.914
CUB,1924,Summer,0.0,0.0,0.0,0.0,0,,7238081.0,8135150891.92025,891.631749208781,63.316,99.8000030517578,8.778
CIV,1924,Summer,0.0,0.0,0.0,0.0,0,,3673666.0,546203559.344361,148.680788984181,37.244,34.1399993896484,6.7
DNK,1924,Summer,2.0,6.0,3.0,11.0,1,,4579603.0,6361166544.50349,1389.0213943225,72.1765853658537,,9.027
DOM,1924,Summer,0.0,0.0,0.0,0.0,0,,3268336.0,672399700.0,205.731509857004,51.705,87.0,6.7
ECU,1924,Summer,0.0,0.0,0.0,0.0,0,,4590891.0,2069464937.19791,450.776317102259,53.396,92.3899993896484,4.346
EGY,1924,Summer,0.0,0.0,0.0,0.0,0,,26896479.0,4206270352.22633,156.387397481519,44.436,38.2000007629395,8.92
ETH,1924,Summer,0.0,0.0,0.0,0.0,0,,21376693.0,1610511693.84215,75.3396090705961,39.615,27.0100002288818,3.379
FJI,1924,Summer,0.0,0.0,0.0,0.0,0,,404887.0,112328422.113084,277.431535497766,58.602,,4.653
GEO,1924,Summer,0.0,0.0,0.0,0.0,0,,3645600.0,8833588173.40023,1843.90343235858,61.347,99.6500015258789,5.4
GHA,1924,Summer,0.0,0.0,0.0,0.0,0,,6961215.0,1217230094.97205,174.858856531804,46.942,57.9000015258789,4.7
GRC,1924,Summer,1.0,0.0,0.0,1.0,1,,8331725.0,4274890306.82895,513.085862390915,70.4343170731707,,8.927
GRD,1924,Summer,0.0,0.0,0.0,0.0,0,,94058.0,110900457.037037,1173.07809597238,63.144,,
HKG,1924,Summer,0.0,0.0,0.0,0.0,0,,3094840.0,1320796651.69457,426.773807917233,65.6971219512195,,1.96
IND,1924,Summer,0.0,0.0,0.0,0.0,0,,435990338.0,37029883876.1839,84.9328084793106,45.61,62.75,7.733
IDN,1924,Summer,0.0,0.0,0.0,0.0,0,,88296070.0,7076465299.81141,64.6547730642556,46.835,67.3099975585938,2.734
IRL,1924,Summer,0.0,1.0,1.0,2.0,1,,2828600.0,1998550221.80554,706.551022345168,70.1942682926829,,15.021
IRN,1924,Summer,0.0,0.0,0.0,0.0,0,,21470434.0,4199134389.90099,195.577527212584,43.297,36.5200004577637,10.653
ISR,1924,Summer,0.0,0.0,0.0,0.0,0,,2114020.0,3070585807.33625,1452.48664030437,71.0565853658537,,14.08
JAM,1924,Summer,0.0,0.0,0.0,0.0,0,,1650005.0,699064380.374248,423.674098184095,63.828,,6.389
JOR,1924,Summer,0.0,0.0,0.0,0.0,0,,853471.0,561119775.55209,408.842352820548,52.678,92.5500030517578,19.945
KAZ,1924,Summer,0.0,0.0,0.0,0.0,0,,9429981.0,24917355371.9008,1437.59848100913,57.946,,1.0
KEN,1924,Summer,0.0,0.0,0.0,0.0,0,,7695307.0,791265459.493816,102.824417465582,48.477,82.2300033569336,2.903
SRB,1924,Summer,2.0,0.0,0.0,2.0,1,,6638992.0,23277430167.5978,3053.90516860949,65.5898536585366,98.8399963378906,13.372
KWT,1924,Summer,0.0,0.0,0.0,0.0,0,,311060.0,2071668533.03471,4378.78429775998,59.2033414634146,67.5199966430664,0.875
KGZ,1924,Summer,0.0,0.0,0.0,0.0,0,,2172300.0,2315346942.855,512.766741120388,55.0285853658537,,1.1
LTU,1924,Summer,0.0,0.0,0.0,0.0,0,,2778550.0,8430207164.43677,2340.67545970008,69.8473170731707,,1.2
MYS,1924,Summer,0.0,0.0,0.0,0.0,0,,7956197.0,1916229477.13657,240.847414554537,57.168,69.5199966430664,3.71
MEX,1924,Summer,0.0,0.0,0.0,0.0,0,,36724615.0,13040000000.0,355.075199563018,53.573,82.9899978637695,3.235
MDA,1924,Summer,0.0,0.0,0.0,0.0,0,,2058020.0,2319243435.96096,778.017667420102,59.44,96.6500015258789,3.7
MNG,1924,Summer,0.0,0.0,0.0,0.0,0,,977595.0,2101394100.0,1235.14422497627,44.5310487804878,97.7699966430664,5.843
MAR,1924,Summer,0.0,0.0,0.0,0.0,0,,11624933.0,2037154741.93211,174.784133911133,41.73,41.5900001525879,13.8
NAM,1924,Summer,0.0,0.0,0.0,0.0,0,,591465.0,2421990338.12083,2467.80765504439,48.529,88.2018591728156,18.932
NGA,1924,Summer,0.0,0.0,0.0,0.0,0,,45053782.0,4196174501.5302,93.1370090424417,37.207,70.1999969482422,3.81
MKD,1924,Summer,0.0,0.0,0.0,0.0,0,,1435059.0,2436849341.97604,1198.92829846257,60.5017317073171,94.0599975585938,26.3
PHL,1924,Summer,0.0,0.0,0.0,0.0,0,,27891897.0,7515894110.56487,269.465146474794,59.175,83.3199996948242,3.844
PRT,1924,Summer,0.0,0.0,1.0,1.0,1,,8857716.0,3339150157.85605,376.976430250874,64.0074634146342,,3.985
PRI,1924,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
QAT,1924,Summer,0.0,0.0,0.0,0.0,0,,36010.0,510262500.1767,3482.877835561,57.773,88.9599990844727,0.87
ROU,1924,Summer,0.0,0.0,1.0,1.0,1,,18406905.0,40424528301.8868,1753.19285632198,65.8605365853659,96.7099990844727,8.26
SMR,1924,Summer,0.0,0.0,0.0,0.0,0,,15428.0,1048316128.20361,40126.9331369802,73.197,99.9100036621094,
SAU,1924,Summer,0.0,0.0,0.0,0.0,0,,2435403.0,1748124063.55556,717.796628958557,45.31,70.8199996948242,7.2
ZAF,1924,Summer,1.0,1.0,1.0,3.0,1,,16440172.0,8748596500.5614,532.147504330332,52.575,76.1999969482422,23.262
SYR,1924,Summer,0.0,0.0,0.0,0.0,0,,4673500.0,857704413.407821,183.525069735278,52.723,82.8899993896484,6.949
THA,1924,Summer,0.0,0.0,0.0,0.0,0,,26851747.0,2760750860.62197,102.814571454958,50.608,87.9800033569336,1.35
TUN,1924,Summer,0.0,0.0,0.0,0.0,0,,4267288.0,1025866792.15686,228.484793689273,44.049,48.189998626709,15.616
TUR,1924,Summer,0.0,0.0,0.0,0.0,0,,28329898.0,7566666666.66667,267.091207552765,50.799,65.6900024414062,8.509
TKM,1924,Summer,0.0,0.0,0.0,0.0,0,,1643457.0,3010982414.24425,845.932942002334,52.149,99.9000015258789,1.5
UGA,1924,Summer,0.0,0.0,0.0,0.0,0,,7640973.0,423145605.043164,55.3784976132181,45.633,68.1399993896484,3.556
UZB,1924,Summer,0.0,0.0,0.0,0.0,0,,8209109.0,10722799639.3121,550.999615085024,56.539,98.6399993896484,2.9
VEN,1924,Summer,0.0,0.0,0.0,0.0,0,,8160090.0,7663938303.07172,939.19776657754,58.376,94.6620701964151,7.69
LIE,1924,Summer,0.0,0.0,0.0,0.0,0,,16451.0,124940289.32382,5645.23266418851,70.8882195121951,,
DZA,1924,Summer,0.0,0.0,0.0,0.0,0,,11424922.0,2723615451.30098,238.392476666447,40.839,69.870002746582,24.38
BDI,1924,Summer,0.0,0.0,0.0,0.0,0,,2764258.0,195999990.0,70.9051000304602,43.262,59.2999992370605,3.133
SGP,1924,Summer,0.0,0.0,0.0,0.0,0,,1646400.0,704751700.302494,428.056183371291,65.5621951219512,82.9100036621094,3.09
TJK,1924,Summer,0.0,0.0,0.0,0.0,0,,2112131.0,1908554572.27139,337.833145514813,52.535,99.4499969482422,1.85
TTO,1924,Summer,0.0,0.0,0.0,0.0,0,,844943.0,535673252.483535,633.975608394336,62.505,94.9700012207031,19.66
ARE,1924,Summer,0.0,0.0,0.0,0.0,0,,131334.0,1415086929.3006,3675.41681419534,50.651,98.2900009155273,1.713
VNM,1924,Summer,0.0,0.0,0.0,0.0,0,,32531933.0,25423812648.5941,404.559305078888,58.046,90.1600036621094,2.11
AFG,1924,Summer,0.0,0.0,0.0,0.0,0,,9035043.0,3521418059.92345,174.930991430166,32.799,35.9865546430738,8.011
CMR,1924,Summer,0.0,0.0,0.0,0.0,0,,5159057.0,614206068.497266,119.05394115577,34.667,41.2200012207031,8.999
CYP,1924,Summer,0.0,0.0,0.0,0.0,0,,586490.0,576090073.715036,1157.41162109375,63.32,94.3600006103516,2.09
GAB,1924,Summer,0.0,0.0,0.0,0.0,0,,512316.0,141468977.799846,276.136169473227,46.443,,17.725
GTM,1924,Summer,0.0,0.0,0.0,0.0,0,,4063655.0,1043599900.0,256.813115286608,45.76,64.2099990844727,2.639
MNE,1924,Summer,0.0,0.0,0.0,0.0,0,,480579.0,854261160.714286,1405.81632669854,65.4921951219512,98.5299987792969,30.283
CHL,1924,Summer,0.0,0.0,0.0,0.0,0,,8153350.0,4211103676.74027,516.487539077836,57.216,94.2900009155273,4.35
ISL,1924,Summer,0.0,0.0,0.0,0.0,0,,175574.0,252169712.042125,1436.25885405655,74.0400731707317,,4.305
MUS,1924,Summer,0.0,0.0,0.0,0.0,0,,680331.0,162089563.829564,238.251033437494,58.4614146341463,84.3000030517578,9.451
PAN,1924,Summer,0.0,0.0,0.0,0.0,0,,1126005.0,537147100.0,477.037935000289,60.278,88.0699996948242,6.303
WSM,1924,Summer,0.0,0.0,0.0,0.0,0,,112490.0,62566116.3754812,432.869670090088,55.153,99.4000015258789,2.44
SDN,1924,Summer,0.0,0.0,0.0,0.0,0,,8364489.0,1126364161.7644,99.7131195068359,49.566,61.3499984741211,15.702
TGO,1924,Summer,0.0,0.0,0.0,0.0,0,,1673110.0,171057069.137772,102.238985564471,43.536,53.1800003051758,4.222
ZWE,1924,Summer,0.0,0.0,0.0,0.0,0,,3809389.0,1052990484.78507,276.419784061189,53.492,83.5100021362305,4.938
ERI,1924,Summer,0.0,0.0,0.0,0.0,0,,972547.0,477101651.648376,265.240962963337,37.443,52.5099983215332,5.256
PRY,1924,Summer,0.0,0.0,0.0,0.0,0,,1883514.0,288884368.016934,153.375216758109,60.197,90.2699966430664,4.98
BRB,1924,Summer,0.0,0.0,0.0,0.0,0,,230893.0,80021846.9453826,346.575456793331,64.149,,22.94
CRI,1924,Summer,0.0,0.0,0.0,0.0,0,,1327496.0,507513829.994855,382.309121831519,63.463,92.629997253418,3.93
MOZ,1924,Summer,0.0,0.0,0.0,0.0,0,,6713695.0,2798696511.18156,205.585216062094,41.197,27.0,3.033
LKA,1924,Summer,0.0,0.0,0.0,0.0,0,,9661389.0,1409873949.57983,145.928701305768,60.602,90.8099975585938,14.22
URY,1924,Summer,1.0,0.0,0.0,1.0,1,,2529957.0,1242289239.20493,491.031760304596,67.683,96.7799987792969,8.96
TON,1924,Summer,0.0,0.0,0.0,0.0,0,,66170.0,30036416.9619944,315.094854046623,58.315,99.5899963378906,1.35
ZMB,1924,Summer,0.0,0.0,0.0,0.0,0,,3153729.0,698739720.783607,221.559848922849,50.648,69.1500015258789,19.544
PAK,1924,Summer,0.0,0.0,0.0,0.0,0,,45709310.0,3749265014.69971,82.0241000071912,44.101,42.7000007629395,0.596
PER,1924,Summer,0.0,0.0,0.0,0.0,0,,10174127.0,2571986572.12719,252.796782675034,50.597,87.6699981689453,5.071
SUR,1924,Summer,0.0,0.0,0.0,0.0,0,,263918.0,99650000.0,377.579399662016,56.595,89.5999984741211,17.28
LUX,1924,Summer,1.0,1.0,0.0,2.0,1,,313970.0,709941874.044355,2261.17741836594,68.8005609756098,,2.029
DJI,1924,Summer,0.0,0.0,0.0,0.0,0,,86024.0,395794538.630775,816.874614065329,43.421,,25.985
SEN,1924,Summer,0.0,0.0,0.0,0.0,0,,3340907.0,1003692370.46869,300.425115236279,39.668,26.8700008392334,2.926
VIR,1924,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
GUY,1924,Summer,0.0,0.0,0.0,0.0,0,,569143.0,170216241.126064,299.074645785091,57.51,85.6399993896484,11.9
LBN,1924,Summer,0.0,0.0,0.0,0.0,0,,1794406.0,3313540067.93246,959.153901867443,63.927,92.6699981689453,8.259
TZA,1924,Summer,0.0,0.0,0.0,0.0,0,,9901419.0,2651729807.38808,275.296020507813,42.596,59.1100006103516,3.679
IRQ,1924,Summer,0.0,0.0,0.0,0.0,0,,7022052.0,1537252193.09912,218.917802531101,51.462,74.0500030517578,8.368
HTI,1924,Summer,0.0,0.0,1.0,1.0,1,,3858443.0,273187200.0,70.8024454423715,43.44,74.0273206930105,7.428
MCO,1924,Summer,0.0,0.0,1.0,1.0,1,,21808.0,402451900.821288,16187.4306500397,71.861,,
NPL,1924,Summer,0.0,0.0,0.0,0.0,0,,10123658.0,508334413.965087,50.2125233749587,38.652,55.5625898340797,10.493
AUS,1924,Winter,1.0,0.0,0.0,1.0,1,,10276477.0,18607682977.2293,1810.7064295701,70.8170731707317,,10.733
AUT,1924,Winter,2.0,1.0,0.0,3.0,1,,7047539.0,6624086313.14334,939.914814681174,68.5856097560976,,3.59
BLR,1924,Winter,0.0,0.0,0.0,0.0,0,,8198000.0,16939790093.9054,1658.08641281239,69.2546097560976,,3.1
